question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
"The image depicts the positions of the hour and minute hands on a clock, observed at different time intervals.What causes the positions of the hands to change?",Physics,6,Motion and Measurement ,14296,128,0.0,Observing Combination of Motion in Everyday Life,Explain the concept of multiplying a monomial by a polynomial and provide examples to illustrate the process.,0.5,40-50%,Understand,40-50%
"The image shows two plants. Plant X has thick and fleshy underground roots, while plant Y has roots growing above the ground from its lower stem.


Based on the image, Sonali wrote some statements about their roots. Which of these statements are incorrect regarding X and Y?


X is a modified taproot for food storage.


Y is a modified adventitious root for the extra support to the plant. 


X is a modified adventitious root for food storage.


Y is a modified taproot for the extra support to the plant.   



",Biology,6,Getting to know plants ,14990,38,0.0,"Modification of Root - Storage of Food, Support, Parasitic",Compare the energy usage of different electrical appliances.,0.5,40-50%,Analyse,40-50%
A mixture of oil and water needs to be separated. Which technique is most suitable for this separation?,Chemistry,6,Separation of Substances,1289,38,0.0,"Sedimentation, loading, decantation and filtration",Show examples of rotational motion using hands or household items.,0.5,30-40%,Apply,30-40%
A mixture of oil and water needs to be separated. Which technique is most suitable for this separation?,Chemistry,6,Separation of Substances,1289,38,0.0,Using more than one method of separation,"Explain how different joints provide varying degrees of mobility, influencing the range of motion in body parts.",0.5,40-50%,Understand,40-50%
"During a game in the school premises, six teams were given names as plastic, glass, paper, wood, metal, and cotton. They were tasked with collecting the objects made using the particular name of their teams. The table below summarises the objects collected by the teams. What can be concluded from this table?  ",Chemistry,6,Sorting Materials into Groups ,14054,48,0.0,Nature of objects around us at material level and grouping of materials,Identify examples of muscles and describe how they function to allow us to perform different actions.,0.5,40-50%,Apply,40-50%
"In an attempt to determine the speed of a rolling ball using a ruler and stopwatch, a student rolls four balls down four tracks of different lengths and observes that each of the four balls take 10 seconds to cover the lengths of their respective tracks. The lengths of the tracks for each ball are recorded in the table below:What can be predicted from this observation?",Physics,7,Motion and time,16148,24,0.0,Determining Speed of a Rolling Object using Ruler and Stopwatch,Students will examine different organisms to identify and analyze these fundamental characteristics in action.,0.5,40-50%,Analyse,40-50%
Which of these does not secrete any digestive juice?,Biology,7,Nutrition in animals,645,46,0.0,Definition of human digestive system,"Students will describe the situations where sedimentation, decantation, and filtration are used.",0.5,40-50%,Understand,40-50%
"The diagram shows an insect transferring pollen grains from flower X to flower Y.Which structure in flowers contains pollen grains and on which structure do they land? 
",Biology,7,Reproduction in plants,7573,54,0.0,"Flowers, pollination and life cycle of a flowering plant",Explain the difference between heat conductors and insulators,0.5,40-50%,Understand,40-50%
How does the human body compensate for increased oxygen demand during an intense physical activity like running?,Biology,7,Respiration in Organisms,4562,52,0.0,Definition of Breathing and Breathing Rate,Summarize the steps involved in the convection cycle.,0.5,40-50%,Understand,40-50%
"Maya was curious about how we breathe. She asked her mother some questions to understand it better. The table below shows what Maya asked and what her mother explained about breathing.Which answer given by Maya’s mother is incorrect?
",Biology,7,Respiration in Organisms,18783,48,0.0,Mechanism of Breathing in Humans,Recognize everyday situations that primarily use radiation as a mode of heat transfer.,0.5,40-50%,Apply,40-50%
What is the role of the ribs and diaphragm in exhalation?,Biology,7,Respiration in Organisms,18307,28,0.0,Mechanism of Breathing in Humans,Define radiation as a method of heat transfer.,0.5,40-50%,Remember,40-50%
Which option correctly differentiates between physical and chemical changes?,Chemistry,7,Physical and chemical changes,16808,26,0.0,Distinguishing Physical and Chemical Changes,Differentiate between uniform and non-uniform motion using examples.,0.5,70-80%,Understand,70-80%
Which option correctly differentiates between physical and chemical changes?,Chemistry,7,Physical and chemical changes,16808,26,0.0,Distinguishing Physical and Chemical Changes,Analyze the accuracy and reliability of different speed measuring devices.,0.5,40-50%,Analyse,40-50%
A bunch of flowers used for decoration starts rotting within a few days due to the chemical change. What indicators might help infer that this is a chemical change?,Chemistry,7,Physical and chemical changes,3899,328,0.0,Effects Indicating Chemical Changes,Explain the process of measuring speed using a ruler and stopwatch.,0.5,40-50%,Understand,40-50%
Chronic exposure to loud noise is linked to an increased risk of heart problems. Which of the following is the likely way that noise pollution could contribute to these health risks?,Physics,8,Sound,21471,36,0.0,Effects of noise pollution on human health,Explain the properties that differentiate bases from other substances.,0.5,40-50%,Understand,40-50%
Identify the process and its significance shown in the below image.,Biology,8,Crop production and management,10145,44,0.0,Soil preparation for crop production,Explain the characteristics of each type of change and their implications.,0.5,90-100%,Understand,40-50%
Identify the process and its significance shown in the below image.,Biology,8,Crop production and management,10145,44,0.0,Soil preparation for crop production,Differentiate between physical changes and chemical changes.,0.5,40-50%,Remember,40-50%
A farmer is considering using a seed drill for the first time. He knows that his current method of broadcasting seeds often leads to uneven distribution and wasted seeds. Which of the following advantages of using a seed drill would be MOST beneficial for this farmer's specific situation?,Biology,8,Crop production and management,10221,30,0.0,Sowing and selecting seeds for crop production,"Explain how the release of gas, color change, formation of precipitate, and energy changes can signal a chemical change.",0.5,40-50%,Understand,40-50%
"Anisha wrote differences between budding and binary fission, the two modes of asexual reproduction.While writing the differences, she wrote some correct and some incorrect statements. What are the incorrect differences between budding and binary fission as listed in the table?",Biology,8,Reproduction in Animals,19310,30,0.0,"Binary fission and budding in animals
",Recall the definition of atmospheric pressure.,0.5,40-50%,Remember,40-50%
The table shows list of viviparous and oviparous animals?Select the row which shows in incorrect grouping of animals.,Biology,8,Reproduction in Animals,19168,56,0.0,Basics of oviparous and viviparous animals,Use a spring balance to measure the frictional force between different materials and surfaces.,0.5,40-50%,Apply,40-50%
"An industry relies on a solid-state fuel ""P"" for its operations. Upon combustion, this fuel yields a minimal amount of heat energy compared to other fuels listed in the table below. Identify fuel ""P.""",Chemistry,8,Combustion and Flame,17975,56,0.0,"Definition, Types, and Characteristics of Fuel",Interlocking between two surfaces as a cause of friction,0.5,40-50%,Apply,40-50%
"A researcher is studying the factors affecting fuel combustion. He placed equal amounts of the same fuel in four chambers: 1, 2, 3, and 4. Chambers 1 and 3 are open to the air, while 2 and 4 are vacuum sealed. An ignition source is provided to chambers 1 and 2. The following table summarizes the experiment setup.Which option correctly identifies the chamber(s) in which the combustion of the fuel is NOT expected to occur?",Chemistry,8,Combustion and Flame,17882,54,0.0,Conditions required for combustion,Demonstrate the effect of rolling friction on a moving body.,0.5,40-50%,Apply,40-50%
