question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
"Select the shape of the shadow formed by the hemisphere kept in the positions as shown below:
",Physics,6,"Light, shadow and reflection",1894,3,0.693147180559945,Characteristics of Shadows,Apply your understanding of the role of deforestation in climate change by articulating how it contributes to the release of greenhouse gases and elucidating its impact on global weather patterns,0.333333333333333,30-40%,Apply,30-40%
Match each algebraic expression in Column I with the correct description in Column II.,Mathematics,6,Algebra,21307,3,0.693147180559945,Definition of algebraic expression,Apply your understanding of crop production by describing the step-by-step process involved in cultivating a specific crop.,0.333333333333333,30-40%,Apply,20-30%
"A company manufactured 53,79,426 glass bottles in the past five years. Which option correctly determines its divisibility?",Mathematics,6,Playing with numbers,18581,3,0.693147180559945,"Divisibility rules of various numbers (2, 3, 4, 5, 6, 7, 8, 9, 10 and 11)",Students will apply their understanding by determining the most suitable irrigation method for a given crop and soil type in a hypothetical farming scenario.,0.333333333333333,30-40%,Apply,40-50%
"A data set is given.8, 7, 0, 4, 2, 1, 7, 2, 7Which of the following statements is correct about this data set?",Mathematics,7,Data Handling,18250,15,0.693147180559945,"Comparison of mean, median, and mode for a set of data",Explain where microorganisms can be found.,0.333333333333333,30-40%,Understand,30-40%
Which of the following statements is/are correct?Statement 1: The median is the value that lies in the middle of a dataset when arranged in either ascending or descending order.Statement 2: The mode is the most frequently occurring value in the data set.Statement 3: The mean is calculated as the sum of all data values divided by the number of values.,Mathematics,7,Data Handling,18271,3,0.693147180559945,"Comparison of mean, median, and mode for a set of data",Explain where microorganisms can be found.,0.333333333333333,30-40%,Understand,30-40%
Which expression justifies that whole numbers are not closed under division?,Mathematics,6,Whole numbers,15802,3,0.693147180559945,Examination of closure property for division of whole numbers,"Compare and contrast the physical changes related to puberty in boys and girls, highlighting the similarities and differences without exploring the hormonal aspects.",0.333333333333333,30-40%,Analyse,30-40%
The given equation represents commutative property for multiplication of two whole numbers.1786 × u = 1988 × v.What are the values of u and v?,Mathematics,6,Whole numbers,15767,3,0.693147180559945,Commutative property for multiplication of whole numbers,Apply knowledge of the female reproductive system to describe how the various organs work together to ensure the readiness and transport of eggs for potential fertilization.,0.333333333333333,30-40%,Apply,30-40%
"Consider the equation below:12 × (8 + 7) = (12 × 8) + (12 × 7).Which property of whole numbers is shown in the equation?
",Mathematics,6,Whole numbers,15970,3,0.693147180559945,Distributive property of multiplication over addition of whole number,"Apply knowledge of the frog's life cycle to describe the adaptations and changes in form, physiology, and behavior that occur during each stage, and how these adaptations help them thrive in different environments.",0.333333333333333,30-40%,Apply,30-40%
Which one of the following is not true? ,Mathematics,6,Whole numbers,460,6,0.693147180559945,Distributive property of multiplication over subtraction of whole number,"Apply knowledge of the frog's life cycle to describe the adaptations and changes in form, physiology, and behavior that occur during each stage, and how these adaptations help them thrive in different environments.",0.333333333333333,30-40%,Apply,30-40%
"
Consider the equation below.

Which property of whole numbers is shown in the equation?
",Mathematics,6,Whole numbers,15706,3,0.693147180559945,Distributive property of multiplication over subtraction of whole number,Students will analyze the advantages and disadvantages of oviparous and viviparous modes of reproduction in different environmental contexts.,0.333333333333333,30-40%,Analyse,60-70%
"Consider the expression: (−45) ÷ m For what value of m, we will get an integer?",Mathematics,7,Integers,13658,3,0.693147180559945,Examination of closure property for division of integers,Apply knowledge of coalification to explain the types of coal.,0.333333333333333,30-40%,Apply,30-40%
"Expression: (− 3) + 7 = 7 + (− 3)
Which of the following properties is illustrated by the above expression?",Mathematics,7,Integers,8984,3,0.693147180559945,Commutative property for addition of integers,Demonstrate how natural resources are used in daily life.,0.333333333333333,30-40%,Apply,30-40%
Which of the following is the same as the expression [(– 7) × 40] + [(– 7) × 8]?,Mathematics,7,Integers,9084,3,0.693147180559945,Distributive property of multiplication over addition of integers,Explain the process of petroleum formation and how it accumulates in deposits.,0.333333333333333,30-40%,Understand,30-40%
Which of the following steps contains the initial error while solving the given arithmetic expression using associative property and additive identity?Expression: − 15 + (15 + 42) + 0Step 1: − 15 + (15 + 42)[Additive identity of integers]Step 2: (− 15 + 15) + 42[Associative property of integers under addition]Step 3: 0 + 42         Step 4: 42[Additive identity of integers],Mathematics,7,Integers,9008,3,0.693147180559945,Associative property for addition of integers,Name the three main types of fossil fuels.,0.333333333333333,30-40%,Remember,30-40%
The library has 4200 books. Three-fifth of them are Maths books and two-seventh of Math books are algebra books. Find the number of Algebra books.,Mathematics,7,Fractions and Decimals,751,3,0.693147180559945,Multiplication of a proper fraction by a whole number,Describe the nature of images formed by a pinhole camera.,0.333333333333333,30-40%,Remember,30-40%
Observe the given figure and fill in the blank space.__________ exterior angles are formed when a transversal intersects two lines.,Mathematics,7,Lines and Angles,22117,15,0.693147180559945,Angles made by transversal - Exterior angles,"Apply your knowledge of cell parts to differentiate between cells with cell walls and those without, and explain the functional significance of cell walls in different types of cells, such as plant cells, fungal cells, and bacterial cells.",0.333333333333333,30-40%,Apply,30-40%
"Two parallel lines XY and PQ are intersected by the transversal ZW at points M and N, respectively, as shown in the figure below:Choose the option that represents the correct measure of ∠XMZ.",Mathematics,7,Lines and Angles,22442,18,0.693147180559945,Angles made by transversal - Exterior angles on the same side of the transversal,Use gaseous pressure concepts in real-life examples like inflated balloons and air pumps.,0.333333333333333,30-40%,Apply,70-80%
Which of the following demonstrates that subtraction is not commutative for rational numbers?,Mathematics,8,Rational Numbers,12796,3,0.693147180559945,Examination of commutative property for subtraction of rational numbers,Solve problems that involve applying multiple divisibility rules,0.333333333333333,30-40%,Apply,30-40%
"In a physics class demonstration, the teacher uses the thermometer in the image to show the class how temperature varies with heat addition. If the initial temperature of the water is at 10℃ and the teacher heats the water until the thermometer reads 30℃, how many small divisions did the temperature pass through on this thermometer?
",Physics,7,Heat,14425,6,0.693147180559945,Physical Components of Laboratory thermometer,Interpret the color changes of these indicators in various solutions.,0.333333333333333,30-40%,Apply,30-40%
